average_loss/Mean	Mean	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(1)', ' 1:', '(1)'], ['(1)', ' -t f32 -Tidx i32 -keep_dims b: 0'], 1000, 3000, 4000, [1552507678816383000, 1552507678816384000, 1552507678816386000, 1552507678816387000], 1]}
tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_2_grad/mul	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(5x5x64x192)', ' 1:', '(1)'], ['(5x5x64x192)', ' -t f32'], 0, 37000, 40000, [1552507678757779000, 1552507678757779000, 1552507678757816000, 1552507678757819000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 17000, 17000, [1552507678757793000, 1552507678757793000, 1552507678757810000, 1552507678757810000], 1]}
append_apply_gradient_ops/GradientDescent/update_v/cg/conv3/conv2d/kernel/ApplyGradientDescent	ApplyGradientDescent	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x384x384)', ' 1:', '(1)', ' 2:', '(3x3x384x384)'], ['(3x3x384x384)', ' -t f32 -use_locking 0'], 1000, 120000, 123000, [1552507678882384000, 1552507678882385000, 1552507678882504000, 1552507678882507000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 103000, 103000, [1552507678882396000, 1552507678882396000, 1552507678882499000, 1552507678882499000], 1]}
v/cg/affine1/biases	VariableV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(4096)', ' -t f32'], 0, 2000, 3000, [1552507678750845000, 1552507678750845000, 1552507678750847000, 1552507678750848000], 1]}
tower_0/v/cg/Reshape	Reshape	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x6x6x256)', ' 1:', '(2)'], ['(128x9216)', ' -t f16 -Tshape i32'], 1000, 4000, 6000, [1552507678805443000, 1552507678805444000, 1552507678805447000, 1552507678805449000], 1]}
tower_0/v/gradients/AddN_14	AddN	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(64)', ' 1:', '(64)'], ['(64)', ' -N i: 2 -t f32'], 1000, 19000, 22000, [1552507678904051000, 1552507678904052000, 1552507678904070000, 1552507678904073000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2000, 2000, [1552507678904064000, 1552507678904064000, 1552507678904066000, 1552507678904066000], 1]}
ConstantFolding/tower_0/v/cg/dropout0_1/dropout/dropout/div_recip	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(1)'], 0, 1000, 2000, [1552507678750869000, 1552507678750869000, 1552507678750870000, 1552507678750871000], 1]}
edge_61_loss_scale/read/MEMCPYHtoD	MEMCPYHtoD	{'/device:GPU:0/memcpy': [['(Transfer)'], ['(4 bytes)'], 0, 1000, 1000, [1552507678750897000, 1552507678750897000, 1552507678750898000, 1552507678750898000], 1]}
tower_0/v/alexnet_synthetic_labels	RandomUniformInt	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(1)', ' 1:', '(1)', ' 2:', '(1)'], ['(128)', ' -t i32 -Tout i32 -seed i: 123 -seed2 i: 21'], 0, 48000, 51000, [1552507678750940000, 1552507678750940000, 1552507678750988000, 1552507678750991000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 8000, 8000, [1552507678750973000, 1552507678750973000, 1552507678750981000, 1552507678750981000], 1]}
tower_0/v/cg/dropout0/dropout/dropout/div	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(1)', ' 1:', '(128x4096)'], ['(128x4096)', ' -t f16'], 0, 42000, 44000, [1552507678808201000, 1552507678808201000, 1552507678808243000, 1552507678808245000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 19000, 19000, [1552507678808219000, 1552507678808219000, 1552507678808238000, 1552507678808238000], 1]}
tower_0/v/mul_10	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x384x256)', ' 1:', '(1)'], ['(3x3x384x256)', ' -t f32'], 0, 63000, 65000, [1552507678868240000, 1552507678868240000, 1552507678868303000, 1552507678868305000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 48000, 48000, [1552507678868252000, 1552507678868252000, 1552507678868300000, 1552507678868300000], 1]}
tower_0/v/gradients/AddN_6	AddN	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(256)', ' 1:', '(256)'], ['(256)', ' -N i: 2 -t f32'], 1000, 26000, 30000, [1552507678867419000, 1552507678867420000, 1552507678867445000, 1552507678867449000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3000, 3000, [1552507678867438000, 1552507678867438000, 1552507678867441000, 1552507678867441000], 1]}
tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_10_grad/mul	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(9216x4096)', ' 1:', '(1)'], ['(9216x4096)', ' -t f32'], 0, 1988000, 1992000, [1552507678751318000, 1552507678751318000, 1552507678753306000, 1552507678753310000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 1966000, 1966000, [1552507678751332000, 1552507678751332000, 1552507678753298000, 1552507678753298000], 1]}
v/cg/affine0/biases	VariableV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(4096)', ' -t f32'], 1000, 2000, 4000, [1552507678750878000, 1552507678750879000, 1552507678750880000, 1552507678750882000], 1]}
tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_14_grad/mul	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4096x1001)', ' 1:', '(1)'], ['(4096x1001)', ' -t f32'], 2000, 244000, 247000, [1552507678756071000, 1552507678756073000, 1552507678756315000, 1552507678756318000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 214000, 214000, [1552507678756094000, 1552507678756094000, 1552507678756308000, 1552507678756308000], 1]}
tower_0/v/l2_loss/L2Loss_15	L2Loss	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(1001)'], ['(1)', ' -t f32'], 0, 41000, 43000, [1552507678751208000, 1552507678751208000, 1552507678751249000, 1552507678751251000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 4000, 4000, [1552507678751239000, 1552507678751239000, 1552507678751243000, 1552507678751243000], 1]}
tower_0/v/mul_8	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x384x384)', ' 1:', '(1)'], ['(3x3x384x384)', ' -t f32'], 0, 87000, 89000, [1552507678880971000, 1552507678880971000, 1552507678881058000, 1552507678881060000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 70000, 70000, [1552507678880983000, 1552507678880983000, 1552507678881053000, 1552507678881053000], 1]}
tower_0/v/gradients/AddN_11	AddN	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x192x384)', ' 1:', '(3x3x192x384)'], ['(3x3x192x384)', ' -N i: 2 -t f32'], 1000, 69000, 72000, [1552507678882287000, 1552507678882288000, 1552507678882356000, 1552507678882359000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 53000, 53000, [1552507678882299000, 1552507678882299000, 1552507678882352000, 1552507678882352000], 1]}
tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/Conv2DBackpropFilter	Conv2DBackpropFilter	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x384x13x13)', ' 1:', '(4)', ' 2:', '(128x256x13x13)'], ['(3x3x384x256)', ' -t f16 -data_format NHWC -p s -cudnn 1'], 1000, 5879000, 5883000, [1552507678843410000, 1552507678843411000, 1552507678849289000, 1552507678849293000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 5774000, 3966000, [1552507678843451000, 1552507678843451000, 1552507678849282000, 1552507678849282000], 1]}
tower_0/v/cg/dropout0_1/dropout/dropout/mul	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x4096)', ' 1:', '(128x4096)'], ['(128x4096)', ' -t f16'], 0, 39000, 42000, [1552507678809628000, 1552507678809628000, 1552507678809667000, 1552507678809670000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 21000, 21000, [1552507678809640000, 1552507678809640000, 1552507678809661000, 1552507678809661000], 1]}
tower_0/v/cg/conv2/Cast	Cast	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(384)'], ['(384)', ' -DstT f16 -SrcT f32'], 0, 18000, 20000, [1552507678762333000, 1552507678762333000, 1552507678762351000, 1552507678762353000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2000, 2000, [1552507678762346000, 1552507678762346000, 1552507678762348000, 1552507678762348000], 1]}
tower_0/v/mul_7	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(384)', ' 1:', '(1)'], ['(384)', ' -t f32'], 1000, 22000, 25000, [1552507678892412000, 1552507678892413000, 1552507678892434000, 1552507678892437000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2000, 2000, [1552507678892428000, 1552507678892428000, 1552507678892430000, 1552507678892430000], 1]}
tower_0/v/mul_9	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(384)', ' 1:', '(1)'], ['(384)', ' -t f32'], 1000, 22000, 24000, [1552507678880945000, 1552507678880946000, 1552507678880967000, 1552507678880969000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2000, 2000, [1552507678880960000, 1552507678880960000, 1552507678880962000, 1552507678880962000], 1]}
tower_0/v/cg/mpool2/MaxPool-0-0-TransposeNCHWToNHWC-LayoutOptimizer	Transpose	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x256x6x6)', ' 1:', '(4)'], ['(128x6x6x256)'], 1000, 99000, 102000, [1552507678805338000, 1552507678805339000, 1552507678805437000, 1552507678805440000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 74000, 74000, [1552507678805358000, 1552507678805358000, 1552507678805432000, 1552507678805432000], 1]}
tower_0/v/gradients/AddN_1	AddN	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4096x1001)', ' 1:', '(4096x1001)'], ['(4096x1001)', ' -N i: 2 -t f32'], 1000, 331000, 334000, [1552507678811703000, 1552507678811704000, 1552507678812034000, 1552507678812037000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 314000, 314000, [1552507678811716000, 1552507678811716000, 1552507678812030000, 1552507678812030000], 1]}
tower_0/v/gradients/tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/xentropy/xentropy_grad/mul	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128)', ' 1:', '(128x1001)'], ['(128x1001)', ' -t f32'], 0, 25000, 29000, [1552507678810422000, 1552507678810422000, 1552507678810447000, 1552507678810451000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 6000, 6000, [1552507678810437000, 1552507678810437000, 1552507678810443000, 1552507678810443000], 1]}
inc_global_step/AssignAdd/value	Const	{'/job:localhost/replica:0/task:0/device:CPU:0': [[' 0:(none)'], ['(1)', ' -t i64'], 0, 2000, 3000, [1552507678904339000, 1552507678904339000, 1552507678904341000, 1552507678904342000], 1]}
tower_0/v/mul_16	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4096x1001)', ' 1:', '(1)'], ['(4096x1001)', ' -t f32'], 0, 231000, 233000, [1552507678812129000, 1552507678812129000, 1552507678812360000, 1552507678812362000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 215000, 215000, [1552507678812141000, 1552507678812141000, 1552507678812356000, 1552507678812356000], 1]}
tower_0/v/mul_11	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(256)', ' 1:', '(1)'], ['(256)', ' -t f32'], 1000, 21000, 23000, [1552507678868215000, 1552507678868216000, 1552507678868236000, 1552507678868238000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2000, 2000, [1552507678868230000, 1552507678868230000, 1552507678868232000, 1552507678868232000], 1]}
tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_11_grad/mul	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4096)', ' 1:', '(1)'], ['(4096)', ' -t f32'], 1000, 27000, 30000, [1552507678751285000, 1552507678751286000, 1552507678751312000, 1552507678751315000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2000, 2000, [1552507678751304000, 1552507678751304000, 1552507678751306000, 1552507678751306000], 1]}
tower_0/v/gradients/tower_0/v/cg/dropout0/dropout/dropout/div_grad/RealDiv	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x4096)', ' 1:', '(128x4096)'], ['(128x4096)', ' -t f16'], 0, 42000, 45000, [1552507678816336000, 1552507678816336000, 1552507678816378000, 1552507678816381000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 23000, 23000, [1552507678816350000, 1552507678816350000, 1552507678816373000, 1552507678816373000], 1]}
tower_0/v/alexnet_synthetic_labels/min	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(1)', ' -t i32'], 0, 1000, 2000, [1552507678750835000, 1552507678750835000, 1552507678750836000, 1552507678750837000], 1]}
tower_0/v/gradients/Cast_2_grad/Cast	Cast	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x192x384)'], ['(3x3x192x384)', ' -DstT f32 -SrcT f16'], 0, 44000, 47000, [1552507678880895000, 1552507678880895000, 1552507678880939000, 1552507678880942000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 27000, 27000, [1552507678880907000, 1552507678880907000, 1552507678880934000, 1552507678880934000], 1]}
tower_0/v/cg/affine2/xw_plus_b	BiasAdd	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x1001)', ' 1:', '(1001)'], ['(128x1001)', ' -t f16 -data_format NHWC'], 1000, 28000, 31000, [1552507678810043000, 1552507678810044000, 1552507678810071000, 1552507678810074000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 10000, 10000, [1552507678810056000, 1552507678810056000, 1552507678810066000, 1552507678810066000], 1]}
PermConstNCHWToNHWC-LayoutOptimizer	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(4)'], 0, 1000, 2000, [1552507678750872000, 1552507678750872000, 1552507678750873000, 1552507678750874000], 1]}
tower_0/v/gradients/tower_0/v/cg/conv2/Relu_grad/ReluGrad	ReluGrad	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x384x13x13)', ' 1:', '(128x384x13x13)'], ['(128x384x13x13)', ' -t f16'], 1000, 565000, 569000, [1552507678867538000, 1552507678867539000, 1552507678868103000, 1552507678868107000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 546000, 546000, [1552507678867552000, 1552507678867552000, 1552507678868098000, 1552507678868098000], 1]}
tower_0/v/gradients/tower_0/v/cg/conv2/Cast_grad/Cast	Cast	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(384)'], ['(384)', ' -DstT f32 -SrcT f16'], 1000, 22000, 25000, [1552507678880868000, 1552507678880869000, 1552507678880890000, 1552507678880893000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 3000, 3000, [1552507678880883000, 1552507678880883000, 1552507678880886000, 1552507678880886000], 1]}
v/cg/conv4/biases	VariableV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(256)', ' -t f32'], 1000, 2000, 3000, [1552507678750932000, 1552507678750933000, 1552507678750934000, 1552507678750935000], 1]}
tower_0/v/cg/affine2/xw_plus_b/MatMul	MatMul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x4096)', ' 1:', '(4096x1001)'], ['(128x1001)', ' -t f16 -tr_a 0 -tr_b 0'], 1000, 365000, 367000, [1552507678809672000, 1552507678809673000, 1552507678810037000, 1552507678810039000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 343000, 343000, [1552507678809688000, 1552507678809688000, 1552507678810031000, 1552507678810031000], 1]}
append_apply_gradient_ops/GradientDescent	NoOp	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(none)'], 1000, 3000, 4000, [1552507678904192000, 1552507678904193000, 1552507678904195000, 1552507678904196000], 1]}
tower_0/v/cg/conv3/Cast	Cast	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(384)'], ['(384)', ' -DstT f16 -SrcT f32'], 0, 17000, 20000, [1552507678762539000, 1552507678762539000, 1552507678762556000, 1552507678762559000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 1000, 1000, [1552507678762551000, 1552507678762551000, 1552507678762552000, 1552507678762552000], 1]}
v/cg/conv4/biases/read	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(256)'], ['(256)', ' -t f32'], 0, 1000, 2000, [1552507678751205000, 1552507678751205000, 1552507678751206000, 1552507678751207000], 1]}
tower_0/v/gradients/tower_0/v/cg/mpool1/MaxPool_grad/MaxPoolGrad	MaxPoolGrad	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x192x27x27)', ' 1:', '(128x192x13x13)', ' 2:', '(128x192x13x13)'], ['(128x192x27x27)', ' -t f16 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1'], 1000, 1304000, 1308000, [1552507678879555000, 1552507678879556000, 1552507678880859000, 1552507678880863000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 1274000, 1274000, [1552507678879578000, 1552507678879578000, 1552507678880852000, 1552507678880852000], 1]}
tower_0/v/gradients/tower_0/v/cg/dropout0_1/dropout/dropout/div_grad/RealDiv	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x4096)', ' 1:', '(128x4096)'], ['(128x4096)', ' -t f16'], 1000, 43000, 46000, [1552507678811601000, 1552507678811602000, 1552507678811644000, 1552507678811647000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 24000, 24000, [1552507678811616000, 1552507678811616000, 1552507678811640000, 1552507678811640000], 1]}
tower_0/v/gradients/tower_0/v/cg/conv0/conv2d/Conv2D_grad/Conv2DBackpropFilter	Conv2DBackpropFilter	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x3x227x227)', ' 1:', '(4)', ' 2:', '(128x64x55x55)'], ['(11x11x3x64)', ' -t f16 -data_format NHWC -strides list { i: 1 i: 4 i: 4 i: 1} -cudnn 1'], 1000, 7045000, 7050000, [1552507678896819000, 1552507678896820000, 1552507678903864000, 1552507678903869000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 6941000, 6928000, [1552507678896856000, 1552507678896856000, 1552507678903857000, 1552507678903857000], 1]}
tower_0/v/gradients/tower_0/v/cg/mpool2/MaxPool_grad/MaxPoolGrad	MaxPoolGrad	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x256x13x13)', ' 1:', '(128x256x6x6)', ' 2:', '(128x256x6x6)'], ['(128x256x13x13)', ' -t f16 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1'], 0, 883000, 887000, [1552507678832746000, 1552507678832746000, 1552507678833629000, 1552507678833633000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 846000, 846000, [1552507678832775000, 1552507678832775000, 1552507678833621000, 1552507678833621000], 1]}
tower_0/v/cg/conv1/Cast	Cast	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(192)'], ['(192)', ' -DstT f16 -SrcT f32'], 0, 18000, 20000, [1552507678762164000, 1552507678762164000, 1552507678762182000, 1552507678762184000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2000, 2000, [1552507678762177000, 1552507678762177000, 1552507678762179000, 1552507678762179000], 1]}
ConstantFolding/average_loss/Mean/input_const_axis	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(1)'], 1000, 2000, 4000, [1552507678812101000, 1552507678812102000, 1552507678812103000, 1552507678812105000], 1]}
ConstantFolding/tower_0/v/gradients/tower_0/v/cg/conv4/conv2d/Conv2D_grad/ShapeN-matshapes-1	ShapeN-matshapes-1	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x384x256)', ' 1:', '(128x384x13x13)'], ['(4)'], 1000, 2000, 3000, [1552507678798397000, 1552507678798398000, 1552507678798399000, 1552507678798400000], 1]}
tower_0/v/gradients/tower_0/v/l2_loss/L2Loss_4_grad/mul	Mul	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x192x384)', ' 1:', '(1)'], ['(3x3x192x384)', ' -t f32'], 1000, 55000, 58000, [1552507678757848000, 1552507678757849000, 1552507678757903000, 1552507678757906000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 35000, 35000, [1552507678757861000, 1552507678757861000, 1552507678757896000, 1552507678757896000], 1]}
v/cg/affine1/weights	VariableV2	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(4096x4096)', ' -t f32'], 0, 2000, 3000, [1552507678750849000, 1552507678750849000, 1552507678750851000, 1552507678750852000], 1]}
append_apply_gradient_ops/GradientDescent/update_v/cg/conv0/biases/ApplyGradientDescent	ApplyGradientDescent	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(64)', ' 1:', '(1)', ' 2:', '(64)'], ['(64)', ' -t f32 -use_locking 0'], 1000, 19000, 22000, [1552507678904143000, 1552507678904144000, 1552507678904162000, 1552507678904165000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 2000, 2000, [1552507678904155000, 1552507678904155000, 1552507678904157000, 1552507678904157000], 1]}
tower_0/v/cg/conv2/conv2d/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x192x13x13)', ' 1:', '(3x3x192x384)'], ['(128x384x13x13)', ' -t f16 -data_format NHWC -p s -cudnn 1'], 1000, 5125000, 5128000, [1552507678782348000, 1552507678782349000, 1552507678787473000, 1552507678787476000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 5007000, 2949000, [1552507678782367000, 1552507678782367000, 1552507678787464000, 1552507678787464000], 1]}
tower_0/v/cg/affine0/Cast_1	Cast	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(4096)'], ['(4096)', ' -DstT f16 -SrcT f32'], 0, 19000, 22000, [1552507678755993000, 1552507678755993000, 1552507678756012000, 1552507678756015000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 1000, 1000, [1552507678756007000, 1552507678756007000, 1552507678756008000, 1552507678756008000], 1]}
_retval_inc_global_step/AssignAdd_0_1	_Retval	{'/job:localhost/replica:0/task:0/device:CPU:0': [[' 0:', '(1)'], ['(none)'], 200, 700, 3000, [1552507678904351000, 1552507678904351200, 1552507678904351700, 1552507678904354000], 1]}
Cast_3	Cast	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(3x3x384x384)'], ['(3x3x384x384)', ' -DstT f16 -SrcT f32'], 1000, 71000, 74000, [1552507678762439000, 1552507678762440000, 1552507678762510000, 1552507678762513000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 54000, 54000, [1552507678762452000, 1552507678762452000, 1552507678762506000, 1552507678762506000], 1]}
tower_0/v/cg/conv3/conv2d/Conv2D	Conv2D	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x384x13x13)', ' 1:', '(3x3x384x384)'], ['(128x384x13x13)', ' -t f16 -data_format NHWC -p s -cudnn 1'], 1000, 9268000, 9272000, [1552507678788301000, 1552507678788302000, 1552507678797569000, 1552507678797573000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 9163000, 5761000, [1552507678788319000, 1552507678788319000, 1552507678797561000, 1552507678797561000], 1]}
tower_0/v/cg/conv1/Relu	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x192x27x27)'], ['(128x192x27x27)', ' -t f16'], 1000, 508000, 511000, [1552507678780988000, 1552507678780989000, 1552507678781496000, 1552507678781499000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 489000, 489000, [1552507678781002000, 1552507678781002000, 1552507678781491000, 1552507678781491000], 1]}
tower_0/v/xentropy/sparse_softmax_cross_entropy_loss/zeros_like	Const	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:(none)'], ['(1)', ' -t f32'], 0, 2000, 4000, [1552507678750798000, 1552507678750798000, 1552507678750800000, 1552507678750802000], 1]}
tower_0/v/cg/conv0/Relu	Relu	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x64x55x55)'], ['(128x64x55x55)', ' -t f16'], 0, 697000, 700000, [1552507678772425000, 1552507678772425000, 1552507678773122000, 1552507678773125000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 678000, 678000, [1552507678772439000, 1552507678772439000, 1552507678773117000, 1552507678773117000], 1]}
v/cg/affine0/weights/read	Identity	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(9216x4096)'], ['(9216x4096)', ' -t f32'], 0, 1000, 2000, [1552507678751170000, 1552507678751170000, 1552507678751171000, 1552507678751172000], 1]}
tower_0/v/cg/mpool0/MaxPool	MaxPool	{'/job:localhost/replica:0/task:0/device:GPU:0': [[' 0:', '(128x64x55x55)'], ['(128x64x27x27)', ' -t f16 -data_format NHWC -ksize list { i: 1 i: 3 i: 3 i: 1} -strides 1 2 2 1'], 0, 1237000, 1245000, [1552507678773128000, 1552507678773128000, 1552507678774365000, 1552507678774373000], 1], '/device:GPU:0/stream:all': [['no inputs saved in stream'], ['no outputs saved in stream'], 0, 1194000, 1194000, [1552507678773156000, 1552507678773156000, 1552507678774350000, 1552507678774350000], 1]}
